"name","logo","workAreas","website","facebook","city","country","briefIntro"
"Watershed Organisation Trust (WOTR)","https://ngobase.org/images/ngo_logos/IN/Watershed-Organisation-Trust-(WOTR)-ngo-charity.png","Health -> WASH; Other Societal Benefits -> Agriculture; Poverty Alleviation -> Women Welfare","https://wotr.org/","https://www.facebook.com/WOTRIndia/","Pune","India",""
"Abaana","https://ngobase.org/images/ngo_logos/UG/Abaana-ngo-charity.jpg","Rights -> Child Rights and Welfare; Health -> WASH; Poverty Alleviation -> Poverty Alleviation","https://www.abaana.org/","https://www.facebook.com/Abaana/","Nansana","Uganda",""
"ACROSS","https://ngobase.org/images/ngo_logos/SS/ACROSS-ngo-charity.png","Education and Training -> Education and Literacy; Health -> WASH; Poverty Alleviation -> Free food distribution","https://across-ssd.org/","https://www.facebook.com/across.ssd","Juba","South Sudan",""
"Adarsh ​​Yuva Samiti","https://ngobase.org/images/ngo_logos/IN/Adarsh-%E2%80%8B%E2%80%8BYuva-Samiti----Haridwar-ngo-charity.jpg","Environment and Climate -> Disaster Relief; Health -> WASH; Rights -> Child Rights and Welfare","http://www.ayus.org.in/","https://www.facebook.com/adarshyuva.samiti","Haridwar","India",""
"Floridas H2O Coalition","https://ngobase.org/images/ngo_logos/US/Floridas-H2O-Coalition-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","http://aif.com/index.html","https://www.facebook.com/FloridaH2OCoalition/","Jacksonville","United States",""
"Gram Vikas","https://ngobase.org/images/ngo_logos/IN/Gram-Vikas-ngo-charity.PNG","Health -> WASH; Environment and Climate -> Disaster Relief; Education and Training -> Education and Literacy","https://www.gramvikas.org/","https://www.facebook.com/gramvikasodisha/","Bhubaneswar","India",""
"Maeecha","https://ngobase.org/images/ngo_logos/KM/Maeecha-ngo-charity.png","Education and Training -> Education and Literacy; Health -> WASH; Health -> Health Care - Other services","http://maeecha.org/","https://www.facebook.com/ongmaeecha/?ref=tn_tnmn","Moroni","Comoros",""
"Partnerships In Environmental Management For The Seas Of East Asia","https://ngobase.org/images/ngo_logos/PI/Partnerships-in-Environmental-Management-for-the-Seas-of-East-Asia-ngo-charity.png","Health -> WASH; Environment and Climate -> Ocean Conservation","https://www.pemsea.org/","https://www.facebook.com/pemsea/","Manila","Philippines",""
"Population Services International - Angola","https://ngobase.org/images/ngo_logos/AO/Population-Services-International---Angola-ngo-charity.png","Health -> Health Care - Other services; Specific Diseases -> HIV Aids; Health -> WASH","https://shorturl.at/CasHD","https://www.facebook.com/PSIHealthyLives/","Luanda","Angola",""
"Reef Check Foundation","https://ngobase.org/images/ngo_logos/DO/Reef-Check-Foundation-ngo-charity.png","Health -> WASH; Education and Training -> Adults Basic Education","https://www.reefcheckdr.org/","https://www.facebook.com/ReefCheckDR/","Santo Domingo","Dominican Republic",""
"Shining Souls - Trust","https://ngobase.org/images/ngo_logos/IN/Shining-Souls---Trust-ngo-charity.png","Health -> Health Care - Other services; Health -> WASH; Poverty Alleviation -> Women Welfare","http://shiningsoulstrust.org/","https://www.facebook.com/ShiningSoulsNGO","New Delhi","India",""
"Solidarites International","https://ngobase.org/images/ngo_logos/TD/Solidarites-International-ngo-charity.jpg","Poverty Alleviation -> Poverty Alleviation; Other Societal Benefits -> International; Health -> WASH","https://www.solidarites.org/en/missions/chad/","https://www.facebook.com/SOLIDARITES.INTERNATIONAL","N'Djamena","Chad",""
"Solidarités International","https://ngobase.org/images/ngo_logos/MZ/Solidarit%C3%A9s-International-ngo-charity.jpg","Environment and Climate -> Disaster Relief; Other Societal Benefits -> International; Health -> WASH","https://www.solidarites.org/en/missions/mozambique-2/","https://www.facebook.com/SOLIDARITES.INTERNATIONAL","Maputo","Mozambique",""
"Solidarités International - Angola","https://ngobase.org/images/ngo_logos/AO/Solidarit%C3%A9s-International---Angola-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Other Societal Benefits -> International","https://www.solidarites.org/en/missions/angola/","https://www.facebook.com/SOLIDARITES.INTERNATIONAL","Luanda","Angola",""
"Solidarités International - MALI","https://ngobase.org/images/ngo_logos/ML/Solidarit%C3%A9s-International---MALI-ngo-charity.jpg","Other Societal Benefits -> International; Health -> WASH; Environment and Climate -> Disaster Relief","https://www.solidarites.org/en/missions/mali/","https://www.facebook.com/SOLIDARITES.INTERNATIONAL","Bamako","Mali",""
"Solidarites International - Niger","https://ngobase.org/images/ngo_logos/NE/Solidarites-International---Niger-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Disaster Relief; Other Societal Benefits -> International","https://www.solidarites.org/fr/missions/niger2/","https://www.facebook.com/SOLIDARITES.INTERNATIONAL","Niamey","Niger",""
"Solidarités International - Niger","https://ngobase.org/images/ngo_logos/BF/Solidarit%C3%A9s-International---Niger-ngo-charity.jpg","Other Societal Benefits -> International; Environment and Climate -> Disaster Relief; Health -> WASH","https://www.solidarites.org/en/missions/niger-2/","https://www.facebook.com/SOLIDARITES.INTERNATIONAL","Ouagadougou","Burkina Faso",""
"Solidarités International (Si)","https://ngobase.org/images/ngo_logos/NE/Solidarit%C3%A9s-International-(Si)-ngo-charity.jpg","Other Societal Benefits -> International; Environment and Climate -> Disaster Relief; Health -> WASH","https://www.solidarites.org/en/","https://www.facebook.com/SOLIDARITES.INTERNATIONAL","Niamey","Niger",""
"VIDA ONGD","https://ngobase.org/images/ngo_logos/MZ/VIDA-ONGD-ngo-charity.png","Health -> Health Care - Other services; Education and Training -> Education and Literacy; Health -> WASH","https://vida.org.pt/","https://www.facebook.com/vidaongd","Maputo","Mozambique",""
"Wild Impact - Botswana","https://ngobase.org/images/ngo_logos/BW/Wild-Impact---Botswana-ngo-charity.jpg","Animals -> Wildlife; Other Societal Benefits -> Agriculture; Health -> WASH","https://wildimpact.earth/locations/botswana/","https://www.facebook.com/WildImpact.Earth","Francistown","Botswana",""
"Women Environmental Programme (WEP)","https://ngobase.org/images/ngo_logos/NG/Women-Environmental-Programme-(WEP)-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Environment Protection","https://wepnigeria.net/","https://www.facebook.com/womenenvironmentalprogramme","Abuja","Nigeria",""
"COOPERAZIONE INTERNAZIONALE (COOPI)","https://ngobase.org/images/ngo_logos/SO/COOPERAZIONE-INTERNAZIONALE-(COOPI)-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Disaster Relief; Education and Training -> Education and Literacy",,"https://www.facebook.com/coopi.org","Mogadishu","Somalia",""
"Flint River Watershed Coalition","https://ngobase.org/images/ngo_logos/US/Flint-River-Watershed-Coalition-ngo.PNG","Health -> WASH","https://www.flintriver.org/","https://www.facebook.com/flintriverwatershed","Flint","United States",""
"Fundacion Dominicana De Estudios Marinos, Inc","https://ngobase.org/images/ngo_logos/DO/Fundacion-Dominicana-de-Estudios-Marinos,-Inc-ngo-charity.png","Health -> WASH","https://www.fundemardr.org/","https://www.facebook.com/Fundemar","Santo Domingo","Dominican Republic",""
"Italian NGO Cooperazione Internazionale (COOPI) - Niger","https://ngobase.org/images/ngo_logos/NE/Italian-NGO-Cooperazione-Internazionale-(COOPI)---Niger-ngo-charity.jpg","Environment and Climate -> Disaster Relief; Health -> WASH; Education and Training -> Education and Literacy",,"https://www.facebook.com/coopi.org","Niamey","Niger",""
"Join For Water","https://ngobase.org/images/ngo_logos/BE/Join-For-Water-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Environment Protection","https://joinforwater.ngo/","https://www.facebook.com/joinforwater","Ghent","Belgium",""
"Lovedale Foundation","https://ngobase.org/images/ngo_logos/IN/Lovedale-Foundation-ngo-charity.png","Education and Training -> Education and Literacy; Health -> WASH; Health -> Health Care - Other services","https://www.lovedalefoundation.in/","https://www.facebook.com/LovedaleFoundation/","Bangalore","India",""
"MEDAIR (Somalia.Somaliland) (MR)","https://ngobase.org/images/ngo_logos/SO/MEDAIR-(Somalia.Somaliland)-(MR)-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Disaster Relief; Health -> Health Care - Other services","https://www.medair.org/countries/somalia","https://www.facebook.com/MedairInt/","Mogadishu","Somalia",""
"Niyatee Foundation","https://ngobase.org/images/ngo_logos/IN/Niyatee-Foundation-ngo-charity.jpg","Health -> WASH; Poverty Alleviation -> Poverty Alleviation; Rights -> Women Rights","https://www.niyateefoundation.org/","https://www.facebook.com/niyateefoundation","Bhubaneswar","India",""
"People Of Peru Project","https://ngobase.org/images/ngo_logos/PE/People-of-Peru-Project-ngo-charity.png","Health -> Health Care - Other services; Health -> WASH; Poverty Alleviation -> Poverty Alleviation","https://www.peopleofperu.org/","https://www.facebook.com/PeopleofperuProject/","Lima","Peru",""
"Sadhana Forest","https://ngobase.org/images/ngo_logos/HT/Sadhana-Forest-ngo-charity.png","Environment and Climate -> Forest Protection; Health -> WASH","https://sadhanaforest.org/haiti/","https://www.facebook.com/sadhanaforest","Port-au-Prince","Haiti",""
"SONNE International - Bangladesh","https://ngobase.org/images/ngo_logos/BD/SONNE-International---Bangladesh-ngo-charity.jpg","Health -> WASH; Development -> Community Development; Other Societal Benefits -> International","https://www.sonne-international.org/en/","https://www.facebook.com/sonne.international","Dhaka","Bangladesh",""
"The Water Project","https://ngobase.org/images/ngo_logos/UG/The-Water-Project-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","https://thewaterproject.org/","https://www.facebook.com/thewaterproject","Kampala","Uganda",""
"Vikas Sahyog Pratishthan","https://ngobase.org/images/ngo_logos/IN/Vikas-Sahyog-Pratishthan-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Environment Protection; Education and Training -> Education and Literacy","https://www.vspindia.org/","https://www.facebook.com/vspindia1990/","Mumbai","India",""
"Water First Education And Training Inc.","https://ngobase.org/images/ngo_logos/CA/Water-First-Education-and-Training-Inc.-ngo-charity.jpg","Health -> WASH","https://waterfirst.ngo/","https://www.facebook.com/waterfirstngo/","Toronto","Canada",""
"Wilmat Development Foundation (kitintale City)","https://ngobase.org/images/ngo_logos/UG/Wilmat-Development-Foundation-(kitintale-city)-ngo-charity.jpg","Poverty Alleviation -> Women Welfare; Rights -> Youth Welfare; Health -> WASH","https://wdfug.org/","https://www.facebook.com/wilmatdevelopmentfoundation","Kampala","Uganda",""
"Aaina","https://ngobase.org/images/ngo_logos/IN/Aaina-ngo-charity.jpg","Health -> Disability Support; Health -> WASH; Rights -> Child Rights and Welfare","https://www.aaina.org.in/","https://www.facebook.com/Aaina.org.in/","Bhubaneswar","India",""
"African Relief And Development Foundation (ARDF)  - South Sudan","https://ngobase.org/images/ngo_logos/SS/African-Relief-and-Development-Foundation-(ARDF)----South-Sudan-ngo-charity.jpg","Health -> Health Care - Other services; Education and Training -> Education and Literacy; Health -> WASH","https://www.ardf-ss.org/","https://www.facebook.com/ardfsouthsudan834","Juba","South Sudan",""
"AHDAA - Agency For Humanitarian And Development Assistance For Afghanistan","https://ngobase.org/images/ngo_logos/AF/AHDAA---Agency-for-Humanitarian-and-Development-Assistance-for-Afghanistan-ngo.jpg","Development -> Community Development; Environment and Climate -> Disaster Relief; Health -> WASH","https://ahdaa.org/","https://www.facebook.com/ahdaa.Org/","Herat","Afghanistan",""
"AJIT FOUNDATION","https://ngobase.org/images/ngo_logos/IN/AJIT-FOUNDATION-ngo-charity.jpg","Other Societal Benefits -> Agriculture; Health -> WASH; Health -> Disability Support","https://theajitfoundation.org/","https://www.facebook.com/theajitfoundation","Pune","India",""
"Al Ta'awun Social Service (TSS)","https://ngobase.org/images/ngo_logos/SO/Al-Ta'awun-Social-Service-(TSS)-ngo-charity.jpg","Education and Training -> Education and Literacy; Health -> WASH; Health -> Health Care - Other services","http://www.tacawun.org/","https://www.facebook.com/tacawun?paipv=0&eav=AfYqHH1o12YsgIVM404hyrkFl","Bosaso","Somalia",""
"ASB-Niger","https://ngobase.org/images/ngo_logos/NE/ASB-Niger-ngo-charity.jpg","Health -> WASH; Education and Training -> Education and Literacy; Other Societal Benefits -> International","https://www.asb.de/","https://www.facebook.com/ASBNiger/","Niamey","Niger",""
"AVSI Foundation (AVSI)","https://ngobase.org/images/ngo_logos/SO/AVSI-Foundation-(AVSI)-ngo-charity.png","Other Societal Benefits -> Agriculture; Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://www.avsi.org/","https://www.facebook.com/fondazioneavsi/","Mogadishu","Somalia",""
"Az Water Association","https://ngobase.org/images/ngo_logos/US/Az-Water-Association-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","https://www.azwater.org/","https://www.facebook.com/AZWaterAssociation/","Chandler","United States",""
"Children Of South Africa (CHOSA)","https://ngobase.org/images/ngo_logos/ZA/Children-of-South-Africa-(CHOSA)-ngo-charity.JPG","Development -> Community Development; Education and Training -> Capacity Building and Training; Health -> WASH","https://www.chosa.org/","https://www.facebook.com/ChildrenOfSouthAfrica","Cape Town","South Africa",""
"Choose Clean Water Coalition","https://ngobase.org/images/ngo_logos/US/Choose-Clean-Water-Coalition-ngo-charity.jpg","Health -> WASH","https://www.choosecleanwater.org/","https://www.facebook.com/choosecleanwater/","Annapolis","United States","Choose Clean Water Coalition is a WASH nonprofit in Annapolis. Advocates for clean water in the Chesapeake Bay through environmental protection, policy reform, and community collaboration, ensuring sustainable water resources for future generations."
"Clean Water 4 Life Inc","https://ngobase.org/images/ngo_logos/US/Clean-Water-4-Life-Inc-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","https://cleanwater4life.com/","https://www.facebook.com/cleanwater4life/","Sarasota","United States",""
"Coalition For Humanity-South Sudan","https://ngobase.org/images/ngo_logos/SS/Coalition-for-Humanity-South-Sudan-ngo-charity.jpg","Health -> WASH; Other Societal Benefits -> Peace and Conflict Resolution; Poverty Alleviation -> Free food distribution","https://ch-int.org/","https://www.facebook.com/coalition4humanity","Juba","South Sudan",""
"Community Water Center","https://ngobase.org/images/ngo_logos/US/Community-Water-Center-ngo-charity.JPG","Health -> WASH; Environment and Climate -> Environment Protection","https://www.communitywatercenter.org/","https://www.facebook.com/communitywatercenter/","Sacramento","United States",""
